City,State,City_State_Zip,State_Abbr
McKinney,Texas,McKinney TX 75070 ,TX
Mesquite,Texas,Mesquite TX 75150 ,TX
Midland,Texas,Midland TX 79707 ,TX
Mission,Texas,Mission TX 78572 ,TX
Missouri City,Texas,Missouri City TX 77459 ,TX
New Braunfels,Texas,New Braunfels TX 78130 ,TX
North Richland Hills,Texas,North Richland Hills TX 76182 ,TX
Odessa,Texas,Odessa TX 79762 ,TX
Pasadena,Texas,Pasadena TX 77505 ,TX
Pearland,Texas,Pearland TX 77584 ,TX
Pflugerville,Texas,Pflugerville TX 78660 ,TX
Plano,Texas,Plano TX 75075 ,TX
Plano,Texas,Plano TX 75093 ,TX
Port Arthur,Texas,Port Arthur TX 77642 ,TX
Richardson,Texas,Richardson TX 75081 ,TX
Rockwall,Texas,Rockwall TX 75032 ,TX
Rosenberg,Texas,Rosenberg TX 77471 ,TX
Round Rock,Texas,Round Rock TX 78664 ,TX
Rowlett,Texas,Rowlett TX 75088 ,TX
San Angelo,Texas,San Angelo TX 76904 ,TX
San Antonio,Texas,San Antonio TX 78209 ,TX
San Antonio,Texas,San Antonio TX 78250 ,TX
San Antonio,Texas,San Antonio TX 78230 ,TX
San Antonio,Texas,San Antonio TX 78232 ,TX
San Antonio,Texas,San Antonio TX 78257 ,TX
San Antonio,Texas,San Antonio TX 78258 ,TX
San Antonio,Texas,San Antonio TX 78258 ,TX
San Antonio,Texas,San Antonio TX 78224 ,TX
San Antonio,Texas,San Antonio TX 78223 ,TX
San Antonio,Texas,San Antonio TX 78253 ,TX
San Antonio,Texas,San Antonio TX 78244 ,TX
San Antonio,Texas,San Antonio TX 78216 ,TX
San Antonio,Texas,San Antonio TX 78245 ,TX
San Marcos,Texas,San Marcos TX 78666 ,TX
Selma,Texas,Selma TX 78154 ,TX
Sherman,Texas,Sherman TX 75092 ,TX
Spring,Texas,Spring TX 77388 ,TX
Sugar Land,Texas,Sugar Land TX 77479 ,TX
Temple,Texas,Temple TX 76504 ,TX
Texarkana,Texas,Texarkana TX 75503 ,TX
The Woodlands,Texas,The Woodlands TX 77380 ,TX
Tomball,Texas,Tomball TX 77377 ,TX
Tyler,Texas,Tyler TX 75703 ,TX
Victoria,Texas,Victoria TX 77904 ,TX
Waco,Texas,Waco TX 76710 ,TX
Watauga,Texas,Watauga TX 76148 ,TX
Waxahachie,Texas,Waxahachie TX 75165 ,TX
Weatherford,Texas,Weatherford TX 76087 ,TX
Webster,Texas,Webster TX 77598 ,TX
Wichita Falls,Texas,Wichita Falls TX 76308 ,TX
Wylie,Texas,Wylie TX 75098 ,TX
American Fork,Utah,American Fork UT 84003 ,UT
Centerville,Utah,Centerville UT 84014 ,UT
Layton,Utah,Layton UT 84041 ,UT
Orem,Utah,Orem UT 84057 ,UT
Riverdale,Utah,Riverdale UT 84405 ,UT
Saint George,Utah,Saint George UT 84790 ,UT
Salt Lake City,Utah,Salt Lake City UT 84101 ,UT
Salt Lake City,Utah,Salt Lake City UT 84121 ,UT
Sandy,Utah,Sandy UT 84070 ,UT
South Jordan,Utah,South Jordan UT 84095 ,UT
West Jordan,Utah,West Jordan UT 84084 ,UT
West Jordan,Utah,West Jordan UT 84084 ,UT
West Valley City,Utah,West Valley City UT 84128 ,UT
Alexandria,Virginia,Alexandria VA 22305 ,VA
Alexandria,Virginia,Alexandria VA 22306 ,VA
Bristol,Virginia,Bristol VA 24202 ,VA
Chantilly,Virginia,Chantilly VA 20151 ,VA
Charlottesville,Virginia,Charlottesville VA 22911 ,VA
Chesapeake,Virginia,Chesapeake VA 23320 ,VA
Chesapeake,Virginia,Chesapeake VA 23322 ,VA
Chesapeake,Virginia,Chesapeake VA 23321 ,VA
Chester,Virginia,Chester VA 23831 ,VA
Christiansburg,Virginia,Christiansburg VA 24073 ,VA
Colonial Heights,Virginia,Colonial Heights VA 23834 ,VA
Culpeper,Virginia,Culpeper VA 22701 ,VA
Danville,Virginia,Danville VA 24540 ,VA
Dumfries,Virginia,Dumfries VA 22025 ,VA
Fairfax,Virginia,Fairfax VA 22031 ,VA
Fairfax,Virginia,Fairfax VA 22032 ,VA
Fairfax,Virginia,Fairfax VA 22033 ,VA
Falls Church,Virginia,Falls Church VA 22041 ,VA
Falls Church,Virginia,Falls Church VA 22044 ,VA
Fredericksburg,Virginia,Fredericksburg VA 22401 ,VA
Fredericksburg,Virginia,Fredericksburg VA 22406 ,VA
Fredericksburg,Virginia,Fredericksburg VA 22407 ,VA
Front Royal,Virginia,Front Royal VA 22630 ,VA
Gainesville,Virginia,Gainesville VA 20155 ,VA
Glen Allen,Virginia,Glen Allen VA 23059 ,VA
Glen Allen,Virginia,Glen Allen VA 23060 ,VA
Hampton,Virginia,Hampton VA 23666 ,VA
Harrisonburg,Virginia,Harrisonburg VA 22801 ,VA
Leesburg,Virginia,Leesburg VA 20176 ,VA
Lynchburg,Virginia,Lynchburg VA 24502 ,VA
Manassas,Virginia,Manassas VA 20109 ,VA
Manassas,Virginia,Manassas VA 20109 ,VA
Mechanicsville,Virginia,Mechanicsville VA 23111 ,VA
Midlothian,Virginia,Midlothian VA 23113 ,VA
Midlothian,Virginia,Midlothian VA 23112 ,VA
Newport News,Virginia,Newport News VA 23602 ,VA
Norfolk,Virginia,Norfolk VA 23502 ,VA
Reston,Virginia,Reston VA 20190 ,VA
Richmond,Virginia,Richmond VA 23235 ,VA
Richmond,Virginia,Richmond VA 23231 ,VA
Richmond,Virginia,Richmond VA 23230 ,VA
Richmond,Virginia,Richmond VA 23225 ,VA
Richmond,Virginia,Richmond VA 23228 ,VA
Roanoke,Virginia,Roanoke VA 24012 ,VA
Springfield,Virginia,Springfield VA 22150 ,VA
Stafford,Virginia,Stafford VA 22556 ,VA
Sterling,Virginia,Sterling VA 20166 ,VA
Sterling,Virginia,Sterling VA 20164 ,VA
Virginia Beach,Virginia,Virginia Beach VA 23462-3004 ,VA
Virginia Beach,Virginia,Virginia Beach VA 23453 ,VA
Virginia Beach,Virginia,Virginia Beach VA 23454 ,VA
Virginia Beach,Virginia,Virginia Beach VA 23451 ,VA
Waynesboro,Virginia,Waynesboro VA 22980 ,VA
Williamsburg,Virginia,Williamsburg VA 23185 ,VA
Williamsburg,Virginia,Williamsburg VA 23188 ,VA
Winchester,Virginia,Winchester VA 22603 ,VA
Winchester,Virginia,Winchester VA 22601 ,VA
Woodbridge,Virginia,Woodbridge VA 22192 ,VA
Bellevue,Washington,Bellevue WA 98006 ,WA
Bellingham,Washington,Bellingham WA 98226 ,WA
Bonney Lake,Washington,Bonney Lake WA 98391 ,WA
Burlington,Washington,Burlington WA 98233 ,WA
Everett,Washington,Everett WA 98208 ,WA
Federal Way,Washington,Federal Way WA 98003 ,WA
Gig Harbor,Washington,Gig Harbor WA 98332 ,WA
Issaquah,Washington,Issaquah WA 98027 ,WA
Kelso,Washington,Kelso WA 98626 ,WA
Kennewick,Washington,Kennewick WA 99336 ,WA
Kent,Washington,Kent WA 98030 ,WA
Lacey,Washington,Lacey WA 98503 ,WA
Lake Stevens,Washington,Lake Stevens WA 98258 ,WA
Lakewood,Washington,Lakewood WA 98499 ,WA
Lynnwood,Washington,Lynnwood WA 98037 ,WA
Marysville,Washington,Marysville WA 98271 ,WA
Olympia,Washington,Olympia WA 98502 ,WA
Puyallup,Washington,Puyallup WA 98374 ,WA
Puyallup,Washington,Puyallup WA 98373 ,WA
Redmond,Washington,Redmond WA 98052 ,WA
Renton,Washington,Renton WA 98057 ,WA
Richland,Washington,Richland WA 99352 ,WA
Seattle,Washington,Seattle WA 98101 ,WA
Seattle,Washington,Seattle WA 98126 ,WA
Seattle,Washington,Seattle WA 98125 ,WA
Silverdale,Washington,Silverdale WA 98383 ,WA
Spokane,Washington,Spokane WA 99216 ,WA
Spokane,Washington,Spokane WA 99218 ,WA
Tacoma,Washington,Tacoma WA 98405 ,WA
Tukwila,Washington,Tukwila WA 98188 ,WA
Vancouver,Washington,Vancouver WA 98684 ,WA
Vancouver,Washington,Vancouver WA 98662 ,WA
Vancouver,Washington,Vancouver WA 98665 ,WA
Wenatchee,Washington,Wenatchee WA 98801 ,WA
Woodinville,Washington,Woodinville WA 98072 ,WA
Yakima,Washington,Yakima WA 98901 ,WA
Washington,Washington DC,Washington DC 20010 ,DC
Barboursville,West Virginia,Barboursville WV 25504 ,WV
Bridgeport,West Virginia,Bridgeport WV 26330 ,WV
Charleston,West Virginia,Charleston WV 25309 ,WV
Martinsburg,West Virginia,Martinsburg WV 25403 ,WV
Morgantown,West Virginia,Morgantown WV 26501 ,WV
Triadelphia,West Virginia,Triadelphia WV 26059 ,WV
Appleton,Wisconsin,Appleton WI 54915 ,WI
Appleton,Wisconsin,Appleton WI 54913 ,WI
Brookfield,Wisconsin,Brookfield WI 53005 ,WI
Delafield,Wisconsin,Delafield WI 53018 ,WI
Eau Claire,Wisconsin,Eau Claire WI 54701 ,WI
Fitchburg,Wisconsin,Fitchburg WI 53719 ,WI
Fond Du Lac,Wisconsin,Fond Du Lac WI 54937 ,WI
Franklin,Wisconsin,Franklin WI 53132 ,WI
Grafton,Wisconsin,Grafton WI 53024 ,WI
Green Bay,Wisconsin,Green Bay WI 54304 ,WI
Green Bay,Wisconsin,Green Bay WI 54311 ,WI
Greenfield,Wisconsin,Greenfield WI 53221 ,WI
Hudson,Wisconsin,Hudson WI 54016 ,WI
Janesville,Wisconsin,Janesville WI 53545 ,WI
Lake Geneva,Wisconsin,Lake Geneva WI 53147 ,WI
Madison,Wisconsin,Madison WI 53717 ,WI
Madison,Wisconsin,Madison WI 53704 ,WI
Madison,Wisconsin,Madison WI 53705 ,WI
Marshfield,Wisconsin,Marshfield WI 54449 ,WI
Menomonee Falls,Wisconsin,Menomonee Falls WI 53051 ,WI
Milwaukee,Wisconsin,Milwaukee WI 53207 ,WI
Milwaukee,Wisconsin,Milwaukee WI 53224 ,WI
New Berlin,Wisconsin,New Berlin WI 53151 ,WI
Oak Creek,Wisconsin,Oak Creek WI 53154 ,WI
Onalaska,Wisconsin,Onalaska WI 54650 ,WI
Oshkosh,Wisconsin,Oshkosh WI 54902 ,WI
Pleasant Prairie,Wisconsin,Pleasant Prairie WI 53158 ,WI
Racine,Wisconsin,Racine WI 53406 ,WI
Schofield,Wisconsin,Schofield WI 54476 ,WI
Sheboygan Falls,Wisconsin,Sheboygan Falls WI 53085 ,WI
Stevens Point,Wisconsin,Stevens Point WI 54481 ,WI
Sturgeon Bay,Wisconsin,Sturgeon Bay WI 54235 ,WI
Sun Prairie,Wisconsin,Sun Prairie WI 53590 ,WI
Superior,Wisconsin,Superior WI 54880 ,WI
Waukesha,Wisconsin,Waukesha WI 53189 ,WI
Waukesha,Wisconsin,Waukesha WI 53186 ,WI
Wauwatosa,Wisconsin,Wauwatosa WI 53222 ,WI
West Allis,Wisconsin,West Allis WI 53227 ,WI
West Milwaukee,Wisconsin,West Milwaukee WI 53214 ,WI
Casper,Wyoming,Casper WY 82609 ,WY
Cheyenne,Wyoming,Cheyenne WY 82009 ,WY
